Ana Lazar,wardrobe assistant 
Paula Lazaroni,breackdown artist 
Twan Lentjes,principal costume maker 
Ioana Mihailescu,wardrobe assistant / crowd standby costumer / crowd stand-by costumer 
Alessio O'Driscoll,principle costume cutter 
Ioana Somanescu,principal standby 
Bobby Soutar,assistant costume designer 
Mark Sutherland,costume co-designer 
Beth Tilley,senior costume maker 
Jess Willcock-Stow,junior assistant costume designer / junior assistant costume designerr 
Elizabeta Zainea,wardrobe assistant 
Marta Airoli,principal seamstress 
Ian Frazer Wallace,principle cutter 
Adina Bucur,costume supervisor 
Claudia Littlefield,costume supervisor 
Alina Caprian,additional costumer 
Madison D'Urbano,post-production assistant: Marc Graue Recording Studios 
Bogdan Geambasu,dailies operator 
Katherine Hul,post production supervisor 
Razvan Ilinca,assistant editor 
Tom Mayclim,data manager: Company 3 
Ian Passy,Color Assistant 
Sebastian Plamadeala,dailies supervisor 
Carmen Rizac,dailies coordinator 
Joanne Rourke,senior colorist 
Alexandru Stoica,dailies operator 
Ian Sullivan,finishing accountant 
Lavinia Terletchi,assistant editor 
Viktorija Tupikaite,data i/o operator 
Motassem Younes,on-line editor 
Galina Chakarova,first assistant editor 
Mihai Cosmin Popa,first assistant editor 
Paul G. Day,additional editor 
Cristi Dogaru,assistant location manager 
Calin Hagima,location manager 
Tracey Savein,location scout 
Alex Molea,supervising location manager 
Mircea Paraschiv,location manager 
Florin Patrascu,assistant location manager 
Chris Bacon,composer: additional music 
Sarah Chapeck,music coordinator 
Norbert Elek,music preparation 
Danny Elfman,theme music composer 
Peter Kohrman,technical score engineer 
Jen Malone,music supervisor 
Mandy Mamlet,music executive 
�lveti M�ty�s,cello solos by 
Michael T. Ryan,music editor 
B�lint Sapszon,contractor for Budapest Scoring 
Viktor Szab�,recording engineer 
Nicole Weisberg,music supervisor 
Shachar Boussani,score mix assistant 
Robert Litton,orchestrator 
Noah Scot Snyder,music scoring mixer 
Esin Aydingoz,arranger 
Hemanth965,orchestrator: theme melody 
Steve Bartek,orchestrator 
Bence Bob�k,score engineer 
David G. Russell,conforming 
Greg Hayes,music scoring mixer 
Bri Holland,singer 
Alfredo Pasquel,score mix assistant 
Cristina B�lea,assistant script supervisor 
Monica Tatu,script supervisor 
Daniel Sipocz,service driver 
Pal Szil�rd Levente,unit driver 
Priscila Amescua-Mendez,Support to co executive producer 
Dogaru Silviu Andrei,unit production assistant / unit set assistant 
Aaron Becker,main title design 
Gergo Benkoczy,dog trainer 
Dascalu Bogdan,unit production assistant 
Teo Bostanica,unit manager 
Alexandra Cranga,petty cash accountant 
Razvana Cristescu,first assistant accountant 
Claudia Dediu,producer's assistant 
Penny Dyer,dialect coach 
Zoltan Horkai,head animal trainer 
Ana Ineni,production secretary 
Emanuel Gabriel Ion,testing coordinator assistant 
Gavriloaia Irina,assistant contracts coordinator 
Peter Ivanyi,head animal trainer 
Austin Kircher,post-production accountant 
Christopher Landry,epk host 
Nelson Moses Lassiter,production administration assistant 
Ioana Macarie,choreographer 
Cosmin Manea,payroll accountant 
Elle McAlpine,intimacy coordinator 
Troy James Miller,titles producer: Filmograph 
Dan Mirea,unit operations 
Ioana Mititelu,assistant production coordinator 
Kristine Popovici,office production assistant 
Aurel Nicolae Radu,assistant accountant 
Olesea Railean,production accountant 
Adrian Sabau,production coordinator 
Iulia Anamaria Sima,contracts coordinator 
Daniela Soare,production assistant 
Adam M. Stone,product placement coordinator 
Cat Stone,product placement coordinator 
Georgiana Tamaga,travel coordinator 
Logi Thorvaldsson,actors assistant 
Toria Turner,executive assistant 
Tony Wright,international liaison 
Bianca Bumbacea,basecamp runner 
Lindsay Moffat,production accountant 
Gunnar Sizemore,adr voice actor 
Bacula Sorin,caterer 
Monica Adam,petty cash 
Liliana Chomsky,adr loop group 
Vanessa Coffey,intimacy coordinator 
Marius Florescu,covid supervisor 
Marilyn Lindsay,prep accountant 
Rhidian Bridge,covid supervisor 
Bianca Bumvacea,basecamp runner 
Luke Carroll,production secretary: additional photography 
Ahmed El-Gallad,writer 
Jorge Garcia Castro,consultant 
Adam Lannon,covid manager 
Sarah McGuinness,dialect coach: James Clay Caroline Lawrie 
Annabel Wilkin,first assistant accountant: UK 
Eugene Shawn,assistant (uncredited) 
Ana Duarte,assistant to casting director (uncredited) 
Isaac Sunderland,covid coordinator (uncredited) 
Kylie Stark,figurant
Kim Al Raed,figurant
Xander Cage,figurant
Antonio Future,figurant
Fred Ciupitu,figurant
Medelin Doe,figurant
Antonio Al Raed,figurant
Kendall Ionita,figurant
John Smith,figurant
Elena Shaggy,figurant
Xander Al Raed,figurant
Anabelle Smith,figurant
Fred Doe,figurant
Anabelle Ciupitu,figurant
Kylie Ionita,figurant
Elena Evans,figurant
Elena Cage,figurant
Ahmed Cage,figurant
Kim Adams,figurant
Medelin Smith,figurant
Antonio Future,figurant
Anabelle Adams,figurant
Elena Stark,figurant
Kylie Future,figurant
Medelin Cage,figurant
Davies Smith,figurant
Travis Al Raed,figurant
Kim Ciupitu,figurant
Kylie Evans,figurant
Kim Ciupitu,figurant
Elena West,figurant
Medelin Ionita,figurant
Xander Doe,figurant
Anabelle Evans,figurant
Kylie Ionita,figurant
Kendall Ionita,figurant
Marie Adams,figurant
Anabelle Stark,figurant
Davies Al Raed,figurant
John Al Raed,figurant
Medelin Raider,figurant
Xander Stark,figurant
Kylie Ionita,figurant
Davies Shaggy,figurant
Kylie Al Raed,figurant
Kylie Ciupitu,figurant
Fred Shaggy,figurant
Marie Raider,figurant
Davies Raider,figurant
Kendall Doe,figurant
Xander Shaggy,figurant
Ahmed Al Raed,figurant
Kendall Doe,figurant
Davies Scott,figurant
Antonio Doe,figurant
Kylie Adams,figurant
John Shaggy,figurant
John Adams,figurant
Kylie Scott,figurant
Davies Adams,figurant
Marie Smith,figurant
Kim Cage,figurant
Elena Al Raed,figurant
Kendall Evans,figurant
Kim Adams,figurant
Kendall Raider,figurant
Elena Evans,figurant
Davies Smith,figurant
John Doe,figurant
Davies Al Raed,figurant
Antonio Ionita,figurant
Kim Doe,figurant
Kylie Evans,figurant
Elena Al Raed,figurant
Fred Ciupitu,figurant
Xander West,figurant
Marie Scott,figurant
Elena Cage,figurant
Kylie Stark,figurant
Antonio Stark,figurant
Kendall Evans,figurant
Ahmed Raider,figurant
Kylie Scott,figurant
Marie Scott,figurant
Davies Ciupitu,figurant
Travis Doe,figurant
Ahmed Raider,figurant
John Evans,figurant
Kylie Cage,figurant
Xander Stark,figurant
Kendall Ionita,figurant
Kylie Evans,figurant
Fred Evans,figurant
Kim Ionita,figurant
Kim Cage,figurant
Kim Raider,figurant
Kendall Doe,figurant
Kim Ciupitu,figurant
Elena Future,figurant
Ahmed Ciupitu,figurant
John Doe,figurant
Kendall Smith,figurant
Medelin Cage,figurant
Medelin Evans,figurant
Medelin Smith,figurant
Elena Adams,figurant
Antonio Shaggy,figurant
Elena Future,figurant
Kendall Adams,figurant
Kendall Scott,figurant
Antonio Cage,figurant
John Raider,figurant
Marie Shaggy,figurant
Marie Doe,figurant
Elena Raider,figurant
Elena Evans,figurant
Travis Future,figurant
Elena Evans,figurant
Ahmed Smith,figurant
Xander Doe,figurant
Kendall Shaggy,figurant
Kylie Shaggy,figurant
Travis Evans,figurant
Elena Ciupitu,figurant
Fred Cage,figurant
Elena Raider,figurant
Elena Stark,figurant
Travis Raider,figurant
Medelin Al Raed,figurant
Kim Raider,figurant
Davies Raider,figurant
Davies Shaggy,figurant
